AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
20,102,24,30,0,30,14,114,5,24,23,7,4,153,26,783,79,6,15,16,47,31,24,83,0,40,37,120,5,10,45,10,7,5,19,35,44,6,13,36,3,12,13,3,0,150,35,10,1,5,8,2,1,2,19,33,103,0,24,9,6,53,13,3,0,31,15,36,6,8,15,3,0,7,23,26,169,8,19,5,791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,160,13,16,9,0,18,314,48,6,11,48,21,1,4,8,11,85,5,11,8,13,10,11,26,0,43,8,92,74,1,7,3,0,185,69,12,18,4,385,20,70,92,78,60,0,99,79,191,17,16,67,13,9,15,57,91,127,6,123,41,2,5,11,2,0,9,4,10,3,2,3,0,0,114,4,8,10,0,2,1,8,14,7,3,0,4,15,25,1,3,4,3,0,2,11,19,8,3,28,4,74,23,23,15,0,21,9,64,45,7,15,7,3,65,23,29,32,5,15,20,8,4,8,7,0,9,7,16,1,0,20,0,1,4,6,4,9,0,0,4,3,2,11,6,0,1,0,7,0,0,1,0,0,1,0,2,3,2,1,4,5,10,4,5,0,4,5,17,3,1,2,3,1,392,3,10,6,2,8,3,14,37,26,23,0,8,83,79,1,2,57,0,4,0,17,31,21,7,23,10,212,145,47,52,0,73,89,159,14,36,130,27,7,32,134,674,89,13,160,55,15,25,15,92,0,131,246,114,4,28,19,3,2,93,10,97,19,2,24,9,3,6,3,7,0,2,2,28,0,1,1,0,0,1,0,7,9,0,0,2,5,14,73,5,0,106,10,73,1,4,6,1,0,401,6,44,98,1,9,9,16,18,26,15,0,18,9,48,3,3,24,5,4,2,8,24,19,2,6,5,6
24,117,30,31,1,31,12,128,9,25,22,12,4,136,14,770,86,6,25,12,47,44,26,82,0,45,32,135,6,15,36,9,3,4,36,31,58,6,11,21,4,13,12,1,0,144,52,7,2,3,4,0,1,1,3,26,89,0,38,8,13,64,13,0,0,31,14,29,8,5,17,1,4,4,20,35,189,2,15,7,789,0,0,1,0,1,0,1,0,0,0,0,0,0,0,209,0,0,0,0,140,11,5,13,0,16,323,46,0,4,47,19,3,2,7,13,103,10,9,10,15,8,12,14,0,42,6,82,82,2,8,3,2,187,74,5,13,1,402,10,73,99,64,59,0,97,72,201,12,23,78,15,6,15,55,95,132,6,123,47,3,8,11,2,0,17,3,5,1,0,1,2,2,117,7,9,9,2,2,0,8,4,8,12,0,4,10,19,5,4,7,2,2,3,6,21,12,0,20,4,80,19,20,28,0,21,18,71,39,3,13,0,3,61,18,38,40,3,11,8,2,7,5,7,0,5,3,13,1,3,19,0,0,0,4,8,8,1,2,2,3,2,9,1,0,3,1,11,1,0,1,0,1,1,2,4,4,2,0,2,10,9,11,5,0,8,2,12,1,0,5,1,0,371,8,12,7,1,7,5,11,26,17,22,0,10,91,69,6,6,50,2,1,3,22,29,29,1,15,12,221,144,50,55,0,71,51,168,15,36,149,17,11,43,116,696,106,13,141,49,24,33,17,110,0,119,262,151,5,19,11,3,2,98,16,95,15,2,26,10,5,5,5,7,0,0,1,11,1,0,0,1,1,0,1,5,9,0,0,4,7,18,78,4,0,97,10,74,1,1,7,1,1,418,6,33,97,0,7,6,16,16,15,17,0,19,5,39,6,2,19,2,1,6,7,18,12,0,12,7,6
22,103,27,28,1,24,12,123,8,15,19,11,5,145,28,772,71,9,25,12,40,36,19,79,0,52,34,126,7,9,25,9,6,6,28,46,52,6,12,39,2,9,14,2,0,156,43,9,1,10,4,0,1,1,6,21,101,2,21,9,0,75,11,3,1,27,12,32,1,4,16,0,3,5,15,31,155,8,20,4,786,3,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,0,1,1,153,22,8,16,0,20,322,50,3,2,42,18,1,5,8,12,105,9,7,13,12,10,8,19,0,52,7,93,73,3,8,0,0,183,71,13,11,0,404,11,83,87,82,60,0,95,68,190,17,24,71,22,9,22,55,103,121,14,137,44,1,10,4,4,0,11,5,8,3,1,1,1,0,102,5,5,8,0,4,2,6,7,5,5,0,7,26,18,2,5,9,2,2,2,3,19,8,1,27,7,68,32,22,15,0,18,19,73,30,5,19,4,5,64,10,49,31,3,12,12,7,8,9,6,0,7,3,12,2,2,17,1,0,1,8,4,13,1,4,0,5,3,9,3,0,4,1,11,0,1,1,0,1,0,0,3,3,1,3,1,2,10,9,8,0,8,4,17,1,0,7,2,1,378,3,11,14,1,7,5,10,28,25,15,0,17,81,77,6,7,43,3,3,5,17,21,23,4,18,2,225,140,43,36,1,76,75,190,13,37,161,24,7,33,116,670,91,18,135,39,10,23,17,89,0,119,247,136,6,26,21,4,5,104,13,93,23,3,20,7,5,3,4,13,0,6,2,15,0,2,1,0,0,0,3,5,15,0,2,5,8,12,82,7,0,97,11,74,0,1,8,1,0,417,7,23,109,0,9,12,15,10,14,15,0,20,6,50,2,7,18,3,1,5,9,18,11,1,10,3,6
15,114,31,29,0,26,19,121,5,20,22,14,4,160,22,784,86,8,31,15,50,34,22,72,0,65,34,110,4,14,29,4,4,6,30,30,65,7,14,35,5,17,13,2,0,135,42,4,1,8,3,0,0,0,8,35,107,0,24,12,4,38,10,2,0,33,17,29,2,6,12,3,1,6,21,33,181,7,21,9,802,1,0,0,0,1,1,0,0,0,0,0,0,0,0,197,0,1,0,0,161,17,11,15,0,15,313,59,1,5,37,20,0,2,5,17,94,4,13,13,11,14,9,23,0,37,10,90,72,1,9,2,4,167,72,14,15,0,400,10,89,74,58,48,0,99,79,166,14,26,69,12,5,22,52,87,144,8,122,40,5,4,9,3,0,6,3,8,0,1,4,0,1,112,4,3,4,2,7,2,11,13,7,8,0,0,14,17,2,1,12,2,1,0,4,23,11,4,34,2,79,31,28,12,1,13,17,70,43,12,22,3,4,50,18,28,29,5,18,13,2,11,11,3,0,4,5,8,1,1,23,2,0,3,3,5,6,0,1,4,2,5,8,4,0,3,0,6,0,0,0,0,0,1,0,4,3,0,2,1,3,12,9,3,0,2,3,13,0,3,7,2,2,370,3,11,10,1,7,1,17,34,14,21,1,6,79,66,5,4,53,2,2,5,17,27,32,4,12,8,207,155,40,55,1,80,67,173,17,31,145,20,10,30,122,675,90,16,135,42,31,19,23,108,0,137,242,156,6,29,18,3,1,99,19,79,25,6,29,9,8,6,4,9,0,2,2,18,0,1,2,0,0,0,1,8,16,0,0,0,6,10,89,3,0,119,5,61,3,1,8,1,0,425,4,38,94,2,7,10,18,20,20,15,0,19,8,39,2,2,21,3,0,0,4,13,27,2,9,8,6
23,93,25,40,1,23,12,129,3,25,22,7,3,150,21,774,85,3,22,14,38,27,31,91,0,41,22,128,6,7,27,9,3,9,33,43,48,5,18,36,1,9,14,5,0,149,52,6,0,8,5,0,1,1,10,28,96,1,19,6,8,69,14,8,1,14,16,28,3,9,17,3,4,3,23,36,174,8,22,5,794,2,0,0,0,1,0,1,0,0,0,0,0,0,0,204,0,0,1,0,151,17,11,12,0,16,338,41,1,10,37,13,2,2,10,16,91,5,4,14,10,6,5,13,0,44,9,83,87,3,5,2,1,190,82,5,16,2,407,13,73,94,65,52,0,110,70,197,19,14,88,22,7,20,63,85,138,9,109,35,2,6,13,4,0,5,4,10,0,1,4,0,1,117,3,8,5,0,6,1,12,7,8,5,0,6,15,18,1,1,6,3,1,0,7,25,7,0,27,4,77,27,20,27,0,13,13,66,35,7,17,6,2,52,13,44,43,6,11,15,6,9,13,7,0,6,6,11,4,2,20,0,0,1,4,5,8,1,3,2,1,1,11,2,0,1,2,6,0,3,1,0,0,1,3,7,2,0,0,1,4,8,6,5,0,8,1,15,1,3,8,2,0,382,9,13,7,2,10,0,21,28,16,22,0,19,94,85,4,6,48,5,3,5,28,34,34,6,23,4,210,157,55,49,1,68,58,180,18,26,147,22,7,35,139,672,90,16,145,50,16,23,9,96,0,126,254,146,4,24,16,8,3,80,18,96,14,3,19,14,9,7,7,7,0,5,0,12,0,2,2,0,1,0,1,5,11,0,1,1,5,17,76,4,0,118,6,66,1,0,5,2,2,427,10,33,79,2,7,7,14,15,12,16,0,18,11,42,3,2,19,4,1,5,8,12,21,2,13,5,6
29,108,30,29,2,21,21,112,4,23,17,12,1,154,40,772,75,4,23,12,52,30,24,86,0,49,31,116,6,10,27,5,4,8,25,39,53,4,11,25,5,10,15,1,0,156,58,8,0,6,10,0,1,2,13,32,112,0,20,6,8,60,20,7,0,20,15,34,4,6,10,4,2,9,16,39,147,6,23,6,792,3,0,1,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,155,16,9,10,0,14,320,42,1,8,41,17,3,2,10,19,83,2,6,10,14,11,5,17,0,38,10,85,84,6,9,4,2,186,87,11,16,0,369,16,73,71,82,57,0,92,71,176,12,24,74,8,9,13,42,89,147,11,139,51,1,4,5,0,0,9,1,8,1,1,2,2,1,119,6,8,7,1,4,0,6,13,5,10,0,5,18,20,1,0,2,2,1,4,6,31,12,2,41,5,63,22,27,20,1,14,13,65,38,1,23,6,3,54,16,36,30,4,14,10,5,8,9,6,0,4,3,10,3,1,18,1,0,1,2,4,12,0,2,2,2,2,14,1,0,4,2,6,0,0,1,0,1,0,1,2,9,2,3,1,3,10,7,6,0,4,5,19,0,1,7,1,1,383,5,16,9,0,8,3,14,35,20,27,0,10,90,84,1,8,53,3,2,3,24,39,26,3,23,8,223,135,50,52,0,86,64,179,21,36,129,19,11,41,138,700,89,17,147,49,27,23,19,82,0,125,227,138,2,39,13,5,8,108,22,83,22,5,34,12,5,4,8,4,0,5,2,16,0,2,2,0,1,0,1,3,7,0,4,2,2,19,92,8,0,98,9,78,0,6,6,1,0,391,7,37,115,3,11,9,10,21,14,12,0,14,10,45,2,6,16,1,0,3,12,19,23,2,10,10,6
22,126,24,39,1,32,16,125,3,16,22,11,3,160,30,761,81,6,16,10,54,42,29,81,0,44,30,126,4,6,32,8,4,7,23,38,49,12,15,29,2,14,8,6,0,166,52,6,1,4,6,1,0,0,11,30,120,2,24,8,5,61,22,10,0,42,13,33,1,2,11,2,8,4,20,25,155,7,24,6,775,1,0,0,1,0,0,2,0,0,0,0,0,0,0,225,0,0,0,1,161,16,8,12,0,15,345,40,1,4,39,17,1,2,11,22,89,3,5,9,9,13,12,21,0,31,3,79,79,4,11,1,1,210,75,9,20,1,365,14,86,92,93,48,1,89,70,193,17,18,67,10,10,13,53,77,143,11,128,46,0,5,10,0,0,8,2,6,1,2,4,1,1,108,4,8,3,0,5,0,4,4,6,6,1,6,10,19,6,0,5,3,0,1,4,15,4,2,32,3,78,19,37,19,0,15,16,66,33,5,20,3,4,50,9,41,31,3,13,7,9,6,6,8,0,8,3,19,0,0,19,0,3,2,5,8,8,0,4,2,3,4,8,5,0,2,0,10,0,0,0,1,0,0,0,3,4,1,0,2,5,9,9,5,0,7,2,18,2,1,6,1,0,413,4,12,7,1,8,2,10,23,23,30,0,14,87,72,4,4,53,7,1,5,25,21,27,1,22,7,239,147,42,40,1,66,62,161,9,27,130,26,6,45,135,698,92,11,150,50,15,25,15,88,0,134,227,164,3,34,16,9,0,95,8,92,24,5,22,9,6,6,6,11,0,6,1,15,0,0,1,1,1,0,1,9,9,0,0,0,3,13,82,10,0,101,13,70,1,1,7,4,0,387,7,32,102,2,8,8,18,7,21,12,0,14,6,41,3,3,20,4,0,4,11,11,17,5,10,10,6
28,110,25,33,0,23,9,115,7,19,17,16,1,140,19,783,80,4,23,18,46,39,24,89,0,48,35,110,8,14,23,10,5,8,22,32,64,8,12,29,1,11,14,1,0,131,54,8,1,8,5,1,1,2,9,28,94,2,32,10,11,60,15,6,0,30,24,28,2,3,14,3,4,7,15,34,189,4,16,5,807,2,0,1,1,0,0,2,0,0,0,0,0,0,1,190,0,0,0,0,141,7,9,6,0,18,311,41,2,3,45,20,1,3,5,15,88,7,9,11,16,9,8,23,0,42,4,101,84,6,6,0,3,170,89,13,19,1,413,11,65,80,89,56,0,93,81,196,16,23,78,15,5,12,51,96,128,7,124,49,1,8,3,1,0,6,4,10,1,2,3,1,0,113,5,3,7,0,4,1,3,12,8,5,1,3,16,20,2,4,4,1,1,0,9,19,11,1,34,7,67,18,15,19,0,14,16,62,32,3,18,6,3,66,14,33,42,11,14,14,4,9,8,7,0,9,3,14,0,2,25,1,0,1,4,7,13,4,6,4,3,1,11,4,0,2,1,7,0,2,0,0,0,0,0,5,5,2,0,2,3,8,9,3,0,7,6,17,1,1,4,0,1,364,8,10,12,3,7,1,15,27,11,16,0,12,91,80,0,2,43,7,2,6,16,22,25,5,22,7,210,166,47,51,2,60,72,168,8,34,135,22,9,37,119,693,93,13,148,52,18,28,22,117,0,109,264,147,4,29,16,8,3,93,8,91,22,7,24,15,4,3,3,8,0,6,3,19,0,1,3,2,0,1,1,11,14,1,1,3,9,13,72,4,0,116,6,75,0,2,11,4,2,433,3,42,98,2,5,11,18,15,20,20,0,13,18,44,5,3,17,4,4,3,11,12,21,2,14,14,6
18,82,36,28,2,16,17,111,5,32,26,10,3,32,17,786,74,24,27,12,36,33,23,72,0,41,32,138,2,10,28,11,7,8,25,49,48,5,23,25,5,12,10,7,0,112,27,18,1,8,3,2,1,1,5,51,72,2,46,17,4,73,11,4,0,36,14,31,3,10,14,5,1,5,21,45,128,5,15,6,835,0,2,3,0,0,0,3,0,0,1,0,0,1,1,146,5,0,11,12,37,15,12,11,0,11,285,42,2,5,53,39,1,5,5,19,67,2,7,13,20,14,7,19,0,24,4,113,50,3,6,0,1,139,55,17,9,0,340,9,102,95,81,55,2,96,94,202,11,27,71,14,5,17,40,93,125,11,240,47,0,8,2,0,0,13,3,6,0,2,1,1,0,134,4,5,4,0,5,0,7,14,14,6,3,1,15,20,2,4,5,10,0,3,5,28,11,2,32,8,72,25,24,29,3,26,13,94,85,8,15,10,2,93,10,29,45,7,14,19,4,6,11,7,0,6,7,23,1,3,44,1,0,1,1,6,10,0,2,4,2,2,5,3,0,3,1,7,0,3,2,0,1,0,0,7,2,0,0,0,5,10,5,4,0,6,6,13,0,3,6,0,1,265,4,18,6,1,7,1,9,27,17,20,0,9,56,82,5,6,91,5,1,0,12,34,23,4,16,10,152,138,44,58,5,56,60,197,15,27,209,19,6,40,190,744,100,18,104,57,15,36,19,84,1,45,177,138,5,31,17,6,5,244,17,96,14,5,18,10,9,5,2,8,0,7,4,18,0,3,6,0,0,0,3,13,11,1,1,0,5,6,55,3,0,105,4,128,0,2,2,0,2,370,5,18,218,1,7,1,21,15,20,10,4,18,11,44,1,3,23,4,1,3,7,35,11,3,17,5,7
32,78,47,38,3,17,11,114,5,45,23,5,4,47,24,775,83,16,23,16,45,37,24,60,2,50,32,111,9,5,25,13,2,13,36,35,44,4,20,33,1,15,18,3,1,107,30,25,3,3,8,1,0,2,5,54,46,2,58,26,8,58,18,4,0,25,15,38,3,7,17,2,1,6,19,32,104,6,15,2,834,0,3,1,0,1,1,3,0,1,0,0,0,1,0,156,1,0,9,11,47,14,7,7,1,19,293,58,5,4,54,30,4,2,10,19,84,4,7,4,12,11,8,22,0,34,6,104,48,2,10,1,3,133,56,11,14,0,347,11,102,99,67,56,1,99,91,194,20,16,84,12,4,20,38,99,130,15,262,54,2,6,7,2,0,11,1,19,0,2,6,1,0,125,4,4,9,1,7,1,3,10,15,3,2,6,12,20,0,2,9,8,4,2,2,26,4,0,25,2,87,37,20,27,3,16,16,86,80,5,24,4,3,86,16,34,47,6,22,23,6,4,3,5,0,13,4,17,1,2,38,0,0,3,1,9,6,0,1,1,5,2,3,4,1,0,0,13,1,0,0,0,0,0,0,1,2,0,1,4,6,12,9,5,0,5,2,27,1,7,7,3,1,256,6,14,9,0,7,5,12,26,15,13,0,9,61,91,1,0,87,5,2,5,26,38,25,4,17,4,161,129,59,42,1,73,57,172,14,23,196,19,6,50,167,736,88,21,106,68,15,22,18,53,1,49,175,158,10,23,11,5,2,261,12,86,31,2,28,17,4,7,3,10,0,3,1,24,1,0,3,1,0,1,3,14,5,0,1,2,6,10,49,3,0,115,9,141,0,1,6,1,0,369,5,15,237,0,13,2,18,23,15,22,6,21,16,48,6,7,34,3,1,0,11,30,10,2,13,12,7
19,82,57,25,5,10,23,125,3,40,26,12,3,30,23,798,77,15,34,13,48,41,26,70,3,39,30,108,7,7,31,6,4,7,22,33,53,8,10,28,2,19,20,6,0,138,33,15,0,13,8,3,0,1,9,47,58,1,54,21,14,59,12,7,0,31,10,40,3,6,21,3,0,5,16,36,110,3,27,6,851,2,2,2,1,1,0,3,0,1,0,1,0,0,0,142,2,0,13,5,41,12,11,9,0,7,312,46,4,5,48,35,1,0,10,9,76,3,7,8,13,13,7,20,0,35,7,100,56,2,8,2,1,149,60,13,11,1,349,8,102,86,77,60,1,93,76,200,17,21,103,16,7,22,51,93,121,13,246,46,0,4,5,3,0,9,3,5,1,1,6,1,1,123,3,9,9,0,6,0,12,12,23,5,0,2,10,24,2,5,11,5,2,3,10,24,4,3,36,2,100,34,19,33,3,25,19,107,67,6,15,1,4,87,15,36,50,1,25,33,4,5,6,6,0,6,3,21,1,3,42,3,0,0,3,0,11,2,2,3,3,3,2,0,0,6,0,5,1,0,2,2,0,0,0,4,1,0,1,3,8,11,6,7,0,9,2,15,1,3,6,1,0,263,4,7,8,1,9,4,15,19,15,11,0,8,63,71,5,4,84,7,1,1,17,28,19,6,21,7,140,136,54,48,6,41,73,187,9,42,217,15,4,43,135,709,79,18,109,81,16,10,23,70,0,38,169,154,5,27,16,2,3,243,16,105,27,3,29,10,5,6,2,9,2,7,3,21,0,1,4,1,0,0,0,9,7,0,1,4,7,8,68,2,1,118,4,155,3,0,3,1,0,386,1,13,227,0,9,1,20,19,13,16,4,21,15,49,4,8,29,4,2,2,7,31,16,4,19,12,7
26,75,49,26,3,21,18,119,4,29,24,9,1,31,15,780,84,22,25,13,49,42,25,53,3,54,30,158,2,6,22,7,3,10,24,37,55,6,19,25,4,15,15,5,0,127,40,15,3,9,11,4,1,2,7,54,62,2,53,26,9,64,17,4,2,16,14,32,3,7,25,8,1,2,15,29,100,5,28,1,836,0,1,1,1,0,0,3,0,2,3,0,0,1,1,156,3,0,22,7,41,24,8,5,2,13,298,51,4,6,55,23,4,4,8,19,81,3,6,11,18,11,10,16,0,39,7,97,58,6,9,2,0,142,63,10,7,1,336,15,85,91,90,46,5,106,83,183,22,26,75,14,6,18,43,106,125,6,260,48,3,4,10,1,0,8,3,16,0,1,4,0,1,131,2,5,2,0,4,3,3,12,15,6,2,8,16,19,3,3,9,2,0,3,6,19,11,0,41,3,79,35,28,34,6,29,16,87,78,3,22,2,2,72,17,38,46,2,18,15,2,3,5,4,0,6,5,17,1,4,24,2,0,2,4,5,10,3,4,3,4,4,4,4,0,0,0,7,0,0,0,1,0,1,1,3,4,0,1,0,5,12,7,4,1,5,5,25,0,1,6,2,2,248,10,10,9,0,8,2,14,34,10,22,0,7,68,70,3,9,81,5,1,7,10,30,21,5,17,6,153,138,64,52,5,59,62,183,12,31,203,10,5,44,163,695,88,13,108,71,23,27,17,69,1,33,163,151,3,31,18,8,2,263,17,102,22,1,24,10,4,6,2,3,1,4,1,20,0,0,2,1,0,1,1,14,9,1,1,2,2,12,65,4,0,107,9,141,1,1,4,0,0,374,3,23,236,1,6,3,14,21,13,23,5,24,9,44,1,6,32,4,5,6,10,24,10,2,11,6,7
18,69,41,28,3,16,12,113,1,32,31,7,1,29,22,801,97,9,28,14,44,31,34,78,3,53,28,110,4,15,21,2,5,8,24,36,56,3,16,27,3,18,18,2,0,121,41,29,0,11,7,3,1,2,10,60,70,1,55,16,7,70,14,3,0,22,8,51,8,9,17,4,0,8,20,35,109,3,24,9,857,1,0,2,1,0,0,2,0,1,1,0,0,2,0,141,2,1,10,1,34,12,9,13,0,8,266,46,4,4,56,30,3,3,4,21,87,5,7,11,16,8,8,21,0,28,5,106,59,3,11,5,0,136,61,11,4,0,326,7,93,89,78,62,2,115,81,195,13,24,71,16,4,18,42,91,117,9,277,49,0,9,5,1,0,6,8,9,0,0,1,0,0,136,4,6,7,1,6,3,8,7,20,5,1,3,9,25,2,3,6,6,0,5,0,25,5,1,32,7,73,32,21,18,6,19,12,91,78,7,11,4,4,91,14,29,42,5,27,21,5,2,14,9,0,7,9,6,1,0,36,1,0,0,3,5,10,1,1,3,2,3,2,4,1,2,1,9,1,1,0,0,1,0,0,1,3,0,1,1,7,14,10,5,1,2,11,16,3,1,5,1,0,259,5,10,8,3,11,2,14,34,22,13,0,10,68,72,4,9,80,4,2,5,18,35,26,3,18,5,139,146,49,52,2,59,57,177,18,13,201,17,11,46,184,723,96,12,103,76,29,23,25,78,0,32,178,166,2,31,14,5,1,267,18,104,26,2,33,13,4,4,0,5,0,4,5,16,0,0,1,3,0,1,1,6,10,0,0,3,4,7,81,2,1,99,8,146,0,1,6,3,0,352,3,18,252,1,12,2,15,19,17,20,1,17,8,61,4,5,29,2,0,6,9,23,20,3,11,17,7
28,75,41,25,4,14,16,149,3,36,20,13,6,51,29,780,83,27,27,10,34,39,22,69,1,35,33,127,6,7,26,6,3,7,22,37,39,4,17,23,2,8,11,3,0,109,36,22,2,11,11,0,0,2,5,52,62,4,48,18,13,49,11,5,0,26,14,37,4,4,15,3,2,5,14,42,119,6,20,6,850,0,1,2,0,0,0,2,0,0,2,0,0,2,1,145,0,0,8,3,58,9,9,10,0,3,276,39,4,3,57,37,1,4,6,16,74,6,12,7,21,11,10,22,0,38,5,114,50,3,5,1,1,126,53,15,7,2,361,12,98,88,73,47,1,94,96,206,20,27,79,18,11,24,41,112,127,12,262,50,3,4,7,1,0,13,1,6,0,1,2,0,0,118,5,4,11,0,9,2,4,12,16,8,1,4,13,16,1,4,8,7,1,5,7,23,11,3,27,1,87,31,13,27,2,16,16,84,70,8,13,2,5,89,17,29,42,5,22,27,4,4,11,2,0,8,1,21,2,1,35,2,0,2,2,8,8,1,4,3,4,2,9,2,2,3,0,11,1,1,2,0,0,0,2,2,1,0,1,3,7,10,5,7,0,6,7,33,1,2,12,2,0,253,4,14,9,2,12,3,15,39,26,12,2,9,64,81,1,2,79,2,1,2,19,20,21,5,22,8,147,128,64,45,2,53,76,183,15,36,192,16,9,52,164,684,113,13,98,73,26,20,13,74,0,52,183,140,2,24,17,5,4,257,15,113,17,2,30,13,5,8,4,13,1,3,4,18,1,0,2,0,0,2,2,20,9,1,3,1,3,5,49,4,0,125,5,146,0,0,4,1,1,383,5,21,239,2,9,1,28,15,11,17,0,20,11,51,4,2,24,4,1,5,17,26,15,2,11,13,7
18,81,47,24,3,22,12,127,7,26,19,6,7,32,20,784,83,22,32,6,47,31,25,43,1,48,29,142,12,16,25,10,0,7,25,40,58,6,18,26,7,16,18,3,0,127,33,17,2,7,10,1,0,2,10,43,51,3,52,22,2,54,16,4,1,20,13,43,1,6,13,4,2,4,17,40,106,4,18,4,834,1,2,1,0,1,0,0,0,1,3,0,0,0,1,152,2,0,12,16,40,20,7,14,0,15,273,48,4,3,73,26,0,1,4,20,87,6,7,14,7,8,5,8,0,34,6,101,51,1,10,3,1,145,57,8,8,1,324,17,101,104,63,61,1,117,85,211,14,22,85,15,6,23,42,116,120,14,261,46,5,9,10,1,0,9,2,11,0,0,2,0,0,121,4,7,9,0,7,0,11,10,11,4,1,8,11,16,2,3,5,5,0,2,6,22,7,2,32,5,73,29,18,29,6,15,17,91,70,9,18,8,7,100,18,38,40,1,14,26,7,5,7,6,0,15,8,21,0,2,31,1,0,1,0,2,9,0,4,4,4,4,4,1,0,5,0,13,0,1,2,2,0,0,0,1,3,1,1,1,1,8,5,10,0,4,2,20,2,3,4,2,0,272,6,16,8,0,9,4,10,38,10,17,0,9,65,86,3,5,86,6,2,3,17,22,21,7,19,4,164,137,59,53,5,58,46,195,15,30,181,21,8,42,172,655,96,12,113,68,15,27,22,67,1,31,177,161,3,23,19,4,2,271,18,92,29,4,23,19,7,4,1,6,1,6,3,15,1,0,2,2,4,1,1,16,9,0,2,3,5,9,74,3,0,106,5,143,4,0,3,1,1,345,2,20,245,0,12,2,20,14,20,17,6,12,8,46,6,5,36,6,3,4,10,36,17,1,20,12,7
